evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
1,D,0,                      ,D[FL/265/236/334]
2,D,1,                      ,D[FL/113/236/334]
3,D,1,                      ,D[FL/ 32/236/334]
4,P,1,P[  -2/   7/ 327/   6],             
5,D,1,                      ,D[FL/166/230/334]
6,D,0,                      ,D[FL/274/229/334]
7,D,0,                      ,D[AR/ 84/229/334]
8,D,1,                      ,D[AR/291/229/334]
9,P,0,P[ -15/   3/ 206/   2],             
10,P,1,P[  -9/   3/ 145/  -8],             
11,D,0,                      ,D[AR/ 66/228/334]
12,P,1,P[  -2/   4/ 252/  -2],             
13,D,0,                      ,D[FL/260/227/334]
14,D,0,                      ,D[AR/134/227/334]
15,P,0,P[ -44/  70/  44/  63],             
16,D,1,                      ,D[FL/125/227/334]
17,D,1,                      ,D[AR/ 12/228/334]
18,D,0,                      ,D[AR/ 94/228/334]
19,P,1,P[ -26/  67/  26/  55],             
20,D,1,                      ,D[IM/141/227/334]
21,D,0,                      ,D[FL/ 52/227/334]
22,D,0,                      ,D[KK/274/227/334]
23,D,1,                      ,D[FL/ 29/227/334]
24,D,1,                      ,D[FL/ 53/227/334]
25,P,0,P[  -1/   0/ 319/  -1],             
26,D,1,                      ,D[FL/ 44/228/334]
27,P,0,P[ -13/  30/  38/  24],             
28,D,0,                      ,D[FL/ 78/228/334]
29,D,1,                      ,D[FL/189/228/334]
30,D,0,                      ,D[IM/138/227/334]
31,P,1,P[  -2/   3/ 162/   2],             
32,P,0,P[  -2/   6/ 201/  -2],             
33,D,0,                      ,D[AR/ 56/227/334]
34,D,0,                      ,D[AR/301/227/334]
35,P,1,P[ -13/   8/ 109/   7],             
36,D,1,                      ,D[FL/218/226/334]
37,P,0,P[ -34/  36/  42/  25],             
38,P,1,P[  -2/   6/ 223/   5],             
39,P,1,P[  -5/   7/ 220/   5],             
40,D,1,                      ,D[FL/ 32/223/334]
41,P,0,P[  -5/  14/ 173/  -4],             
42,P,0,P[  -1/ 140/ 141/  24],             
43,P,0,P[  -1/  18/ 254/  16],             
44,D,0,                      ,D[FL/189/223/334]
45,P,0,P[  -4/   7/ 148/   6],             
46,P,0,P[  -5/  10/ 266/  -5],             
47,D,0,                      ,D[FL/194/223/334]
48,D,0,                      ,D[AR/ 24/223/334]
49,P,1,P[ -10/   7/ 115/  -9],             
50,D,1,                      ,D[FL/171/222/334]
51,P,1,P[ -10/  10/ 178/   7],             
52,P,0,P[ -18/   4/ 233/ -18],             
53,D,1,                      ,D[FL/ 34/223/334]
54,D,0,                      ,D[FL/260/223/334]
55,P,0,P[ -18/  50/ 127/  45],             
56,P,1,P[  -6/  42/ 197/  -2],             
57,P,0,P[ -62/  13/  62/ -56],             
58,D,1,                      ,D[FL/ 35/226/334]
59,D,1,                      ,D[FL/169/226/334]
60,P,0,P[   0/   8/ 175/   1],             
61,D,0,                      ,D[AR/268/223/334]
62,P,1,P[  -5/   3/ 326/  -5],             
63,P,1,P[  -5/   0/ 135/  -2],             
64,D,0,                      ,D[AR/244/224/334]
65,D,0,                      ,D[AR/272/224/334]
66,D,0,                      ,D[AR/182/224/334]
67,P,1,P[  -1/   2/  72/  -1],             
68,P,0,P[ -39/  39/  39/ -37],             
69,P,1,P[  -1/   0/ 293/  -1],             
70,D,0,                      ,D[AR/233/224/334]
71,P,1,P[  -5/  10/ 182/   8],             
72,P,0,P[ -10/  11/ 224/  -9],             
73,P,0,P[ -16/  11/  41/ -15],             
74,D,1,                      ,D[FL/126/224/334]
75,D,1,                      ,D[AR/224/224/334]
76,D,0,                      ,D[FL/ 35/224/334]
77,D,0,                      ,D[AR/  4/224/334]
78,D,0,                      ,D[FL/ 93/224/334]
79,P,1,P[  -7/   9/ 105/   6],             
80,P,1,P[ -39/  39/  39/  35],             
81,P,0,P[ -19/  50/ 127/  48],             
82,P,0,P[ -23/   0/ 100/ -23],             
83,P,1,P[ -31/  86/  31/ -29],             
84,D,1,                      ,D[FL/ 31/225/334]
85,P,0,P[  -7/  14/ 268/  -6],             
86,D,1,                      ,D[AR/184/225/334]
87,P,1,P[ -10/   6/  89/ -10],             
88,P,0,P[ -20/   1/ 116/  -1],             
89,D,1,                      ,D[AR/302/224/334]
90,D,1,                      ,D[AR/208/224/334]
91,D,0,                      ,D[FL/262/224/334]
92,P,0,P[  -8/  10/ 131/   9],             
93,D,1,                      ,D[AR/ 87/224/334]
94,P,0,P[ -32/  38/  41/ -23],             
95,P,0,P[  -5/  44/ 195/   1],             
96,P,1,P[  -4/   1/ 219/  -4],             
97,P,0,P[ -10/  66/  10/  -4],             
98,D,0,                      ,D[FL/ 45/224/334]
99,P,0,P[   0/  14/ 188/  13],             
100,D,0,                      ,D[IM/229/224/334]
101,P,0,P[  -2/   5/  72/  -2],             
102,D,0,                      ,D[FL/210/224/334]
103,P,1,P[ -82/  11/  82/   8],             
104,P,0,P[   0/   7/ 287/   1],             
105,D,0,                      ,D[FL/145/223/334]
106,P,0,P[  -9/  23/ 102/  18],             
107,D,1,                      ,D[AR/204/223/334]
108,P,0,P[  -6/   3/ 331/  -6],             
109,D,0,                      ,D[FL/186/222/334]
110,P,1,P[   0/  11/  52/   9],             
111,P,1,P[ -28/ 110/  28/ -26],             
112,D,1,                      ,D[AR/  2/222/334]
113,D,1,                      ,D[AR/302/222/334]
114,D,0,                      ,D[FL/251/222/334]
115,D,1,                      ,D[AR/273/222/334]
116,D,1,                      ,D[AR/233/222/334]
117,D,1,                      ,D[AR/ 84/222/334]
118,P,1,P[  -1/   2/ 231/   1],             
119,P,1,P[ -10/   2/ 242/  -9],             
120,D,1,                      ,D[FL/ 75/222/334]
121,D,0,                      ,D[FL/172/222/334]
122,D,1,                      ,D[AR/204/222/334]
123,P,1,P[ -44/  44/  44/  40],             
124,D,0,                      ,D[FL/210/221/334]
125,P,0,P[  -1/   1/ 304/  -1],             
126,D,1,                      ,D[AR/299/221/334]
127,P,0,P[ -16/   0/ 273/ -14],             
128,D,0,                      ,D[FL/149/221/334]
129,P,0,P[  -3/   5/ 297/  -3],             
130,D,1,                      ,D[AR/106/221/334]
131,D,1,                      ,D[AR/ 38/220/334]
132,D,1,                      ,D[AR/105/220/334]
133,D,0,                      ,D[IM/100/220/334]
134,D,0,                      ,D[FL/214/220/334]
135,P,0,P[  -3/   4/  94/   3],             
136,D,1,                      ,D[FL/215/220/334]
137,P,0,P[ -11/   0/ 249/ -10],             
138,P,0,P[  -5/  28/ 221/  -4],             
139,P,1,P[ -20/  51/  20/  49],             
140,P,0,P[ -10/   8/ 144/   7],             
141,D,1,                      ,D[IM/ 56/220/334]
142,D,1,                      ,D[AR/  7/220/334]
143,P,0,P[ -20/   4/ 154/ -17],             
144,D,0,                      ,D[FL/ 93/220/334]
145,P,0,P[ -11/   9/ 145/  -8],             
146,D,1,                      ,D[AR/ 35/220/334]
147,P,0,P[  -2/   2/ 160/  -2],             
148,P,0,P[  -4/   1/ 308/  -4],             
149,D,0,                      ,D[FL/ 79/220/334]
150,D,0,                      ,D[AR/130/220/334]
151,P,0,P[ -10/   2/ 225/ -10],             
152,D,0,                      ,D[FL/143/220/334]
153,D,0,                      ,D[AR/134/220/334]
154,P,0,P[  -2/  16/ 248/  -2],             
155,D,1,                      ,D[FL/186/220/334]
156,D,1,                      ,D[FL/229/220/334]
157,P,1,P[  -5/   3/  74/  -3],             
158,D,0,                      ,D[FL/215/220/334]
159,D,1,                      ,D[IM/ 23/220/334]
160,P,0,P[  -1/   6/ 310/   5],             
161,D,0,                      ,D[FL/307/220/334]
162,P,1,P[  -5/  25/  63/  -2],             
163,D,1,                      ,D[AR/222/220/334]
164,D,1,                      ,D[AR/302/220/334]
165,P,1,P[ -30/  36/  30/  33],             
166,D,0,                      ,D[FL/265/220/334]
167,D,0,                      ,D[AR/198/220/334]
168,P,0,P[  -2/   3/ 185/   2],             
169,P,0,P[  -4/  27/ 106/  -1],             
170,D,1,                      ,D[AR/  6/220/334]
